BE0003678894^10.0,BEFB^5.0,BEFIMMO^8.0
DE0005200000^10.0,BEI^5.0,BEIERSDORF^8.0
BE0003780948^10.0,BEKB^5.0,BEKAERT^8.0
BE0003810273^10.0,BELG^5.0,BELGACOM^8.0
GB0000904986^10.0,BWY^5.0,BELLWAY^8.0
FR0000060873^10.0,BVD^5.0,Belvedere^8.0
FR0000035164^10.0,BEN^5.0,Beneteau^8.0
GB00B02L3W35^10.0,BKG^5.0,BERKELEY GP.HLD^8.0
GB0008762899^10.0,BG.^5.0,BG GROUP^8.0
GB0000566504^10.0,BLT^5.0,BHP BILLITON LN^8.0
FR0000120966^10.0,BB^5.0,Bic^8.0
DE0005909006^10.0,GBF^5.0,BILFINGER^8.0
FR0010096479^10.0,BIM^5.0,BIOMERIEUX^8.0
CH0021607004^10.0,BKWN^5.0,BKW FMB ENERGIE^8.0
FR0000131104^10.0,BNP^5.0,BNP PARIBAS ACT.A^8.0
FR0000061129^10.0,BOI^5.0,Boiron^8.0
FR0004027068^10.0,BOZ^5.0,BOIZEL CHANOINE^8.0
FR0000039299^10.0,BOL^5.0,BOLLORE^8.0
ES0115056139^10.0,BME^5.0,Bolsas y Mercados^8.0
FR0000063935^10.0,BON^5.0,Bonduelle^8.0
FR0000120107^10.0,BH^5.0,Bongrain^8.0
NL0000852580^10.0,BOKA^5.0,BOSKALIS WESTMIN^8.0
FR0004548873^10.0,GBB^5.0,BOURBON^8.0
FR0000075228^10.0,BRS^5.0,BOURSORAMA^8.0
FR0000120503^10.0,EN^5.0,BOUYGUES^8.0
GB0007980591^10.0,BP.^5.0,BP PLC^8.0
PTBRI0AM0000^10.0,BRI^5.0,BRISA^8.0
GB00B11FL290^10.0,BRE^5.0,BRIT INSURANCE^8.0
GB0001290575^10.0,BAY^5.0,BRITISH AIRWAYS^8.0
GB0002875804^10.0,BATS^5.0,BRITISH AMERICAN TOBACCO^8.0
GB0001367019^10.0,BLND^5.0,BRITISH LAND CO^8.0
GB0001411924^10.0,BSY^5.0,BRITISH SKY BROADCASTING^8.0
GB0030913577^10.0,BT.A^5.0,BT GROUP^8.0
IT0001119087^10.0,BUL^5.0,Bulgari^8.0
FR0010266601^10.0,BULC^5.0,Bull Regpt^8.0
GB00B0744B38^10.0,BNZL^5.0,BUNZL^8.0
GB0031743007^10.0,BRBY^5.0,BURBERRY GROUP^8.0
FR0006174348^10.0,BVI^5.0,BUREAU VERITAS^8.0
IT0001347308^10.0,BZU^5.0,Buzzi^8.0
GB00B5WB0X89^10.0,CW.^5.0,CABLE & WIRELESS WW^8.0
GB00B2PF6M70^10.0,CBRY^5.0,CADBURY SCHWEPP^8.0
GB00B59MW615^10.0,CNE^5.0,CAIRN ENERGY PLC^8.0
FR0004008209^10.0,AMA^5.0,Camaieu^8.0
FR0000125460^10.0,AN^5.0,CANAL +^8.0
FR0000125338^10.0,CAP^5.0,CAP GEMINI^8.0
GB00B23K0M20^10.0,CPI^5.0,CAPITA GROUP^8.0
GB0007365546^10.0,CLLN^5.0,CARILLION^8.0
GB0031215220^10.0,CCL^5.0,CARNIVAL PLC^8.0
GB0008787029^10.0,CPW^5.0,CARPHONE WAREHO^8.0
FR0000120172^10.0,CA^5.0,CARREFOUR^8.0
FR0000125585^10.0,CO^5.0,CASINO GUICHARD^8.0
FR0000064446^10.0,CTRG^5.0,CATERING INTL SCES^8.0
BMG196F11004^10.0,CGL^5.0,CATLIN GROUP^8.0
IT0000784154^10.0,CASS^5.0,Cattoli^8.0
FR0000053506^10.0,CGM^5.0,Cegedim^8.0
FR0010309096^10.0,CGR^5.0,CEGEREAL^8.0
FR0000124703^10.0,CGD^5.0,CEGID GROUP^8.0
DE000CLS1001^10.0,CLS1^5.0,CELESIO AG NAM. O.N.^8.0
GB00B033F229^10.0,CNA^5.0,CENTRICA^8.0
FR0000120164^10.0,GA^5.0,CGG VERITAS^8.0
FR0000130692^10.0,CRI^5.0,Chargeurs^8.0
GB0001904621^10.0,CHG^5.0,CHEMRING GROUP^8.0
FR0000130403^10.0,CDI^5.0,CHRISTIAN DIOR^8.0
ES0132580319^10.0,CEP^5.0,CESPPETR^8.0
CH0045039655^10.0,CFR^5.0,CIE FIN RICHEMONT^8.0
FR0000120982^10.0,CMA^5.0,CIMENTS FRANCAIS^8.0
PTCPR0AM0003^10.0,CPR^5.0,CIMPOR,SGPS^8.0
ES0118900010^10.0,CIN^5.0,CINTRA CONCES.^8.0
CH0012142631^10.0,CLN^5.0,Clariant^8.0
GB0007668071^10.0,CBG^5.0,CLOSE BROS GROUP^8.0
FR0000121568^10.0,CU^5.0,CLUB MEDITERRANEE^8.0
FR0000053399^10.0,COM^5.0,CNIM CONSTR.FRF 10^8.0
FR0000120222^10.0,CNP^5.0,CNP ASSURANCES^8.0
GB00B07KD360^10.0,COB^5.0,COBHAM^8.0
GRS104003009^10.0,EEEK^5.0,COCA-COLA HBC S.A.^8.0
BE0003593044^10.0,COFB^5.0,COFINIMMO-SICAFI^8.0
BE0003775898^10.0,COLR^5.0,COLRUYT^8.0
DE0008032004^10.0,CBK^5.0,COMMERZBANK^8.0
FR0007317813^10.0,SX^5.0,CS^8.0
BE0003845626^10.0,NAT^5.0,NAT PORTEFEUIL (D)^8.0
GB0005331532^10.0,CPG^5.0,COMPASS GROUP PLC^8.0
NL0000288967^10.0,CORA^5.0,CORIO^8.0
ES0117160111^10.0,ALB^5.0,CORPFINA^8.0
ES0124244E34^10.0,MAP^5.0,Mapfre^8.0
FR0000045072^10.0,ACA^5.0,CREDIT AGRICOLE^8.0
CH0012138530^10.0,CSGN^5.0,CREDIT SUISSE^8.0
IT0000064516^10.0,CVAL^5.0,Cr. Valtel.^8.0
IE0001827041^10.0,CRG^5.0,CRH PLC EO-,32^8.0
ES0140609019^10.0,CRI^5.0,CRITERIA CAIXACORP S^8.0
GB0002335270^10.0,CRDA^5.0,CRODA INTERNATIONAL^8.0
NL0000358562^10.0,CRXL^5.0,CRUCELL^8.0
NL0000852549^10.0,CSM^5.0,CSM^8.0
GB0009457366^10.0,DMGT^5.0,DAILY MAIL & GENERAL TR^8.0
DE0007100000^10.0,DAI^5.0,DAIMLER^8.0
GB0033252056^10.0,DNX^5.0,DANA PETROLEUM PLC^8.0
FR0000120644^10.0,BN^5.0,DANONE^8.0
FR0000130650^10.0,DSY^5.0,DASSAULT SYSTEMES^8.0
IE0002424939^10.0,DCC^5.0,DCC^8.0
FR0000032195^10.0,DCH^5.0,Delachaux^8.0
BE0003562700^10.0,DELB^5.0,DELHAIZE GROUP^8.0
FR0000053381^10.0,PPS^5.0,DERICHEBOURG^8.0
GB0002652740^10.0,DLN^5.0,DERWENT LONDON ORD 5P^8.0
DE0005140008^10.0,DBK^5.0,DEUTSCHE BANK^8.0
DE0005810055^10.0,DB1^5.0,DEUTSCHE BOERSE^8.0
DE0005552004^10.0,DPW^5.0,DEUTSCHE POST^8.0
DE0008001009^10.0,DPB^5.0,POSTBANK^8.0
DE0005557508^10.0,DTE^5.0,DEUTSCHE TELEKOM^8.0
FR0000073793^10.0,DVT^5.0,Devoteam^8.0
BE0003796134^10.0,DEXB^5.0,DEXIA^8.0
GB0002374006^10.0,DGE^5.0,DIAGEO^8.0
EU0009658202^10.0,SXXP^5.0,Stoxx EU 600 Pr^8.0
GB00B1VNSX38^10.0,DRX^5.0,DRAX GROUP PLC^8.0
GB0000472455^10.0,DSGI^5.0,DSG INTERNATION^8.0
NL0000009827^10.0,DSM^5.0,DSM KON^8.0
DE000ENAG999^10.0,EOAN^5.0,E.ON AG NA^8.0
NL0000235190^10.0,EAD^5.0,EADS^8.0
ES0112501012^10.0,EVA^5.0,EBRO PU^8.0
FR0010242511^10.0,EDF^5.0,EDF^8.0
FR0010400143^10.0,EEN^5.0,EDF ENERGIES NOUV.^8.0
PTEDP0AM0009^10.0,EDP^5.0,Edp^8.0
ES0127797019^10.0,EDPR^5.0,EDP RENOVAVEIS^8.0
GRS323013003^10.0,EUROB^5.0,Efg^8.0
CH0022268228^10.0,EFGN^5.0,EFG INTERNATION^8.0
FR0000130452^10.0,FGR^5.0,Eiffage^8.0
IE0003072950^10.0,DRX^5.0,ELAN CORP^8.0
ES0130960018^10.0,ENG^5.0,Enagas^8.0
ES0130670112^10.0,ELE2^5.0,Endesa^8.0
IT0003128367^10.0,ENEL^5.0,ENEL^8.0
IT0003132476^10.0,ENI^5.0,ENI^8.0
FR0010204321^10.0,ENTC^5.0,ENTREP.CONTRACTING^8.0
FR0000131757^10.0,ERA^5.0,Eramet^8.0
AT0000652011^10.0,EBS^5.0,ERSTE BANK^8.0
FR0000121667^10.0,EF^5.0,ESSILOR INTL.^8.0
FR0000120669^10.0,ES^5.0,Esso^8.0
FR0000035743^10.0,TAM^5.0,ETAM DEVELOPPEMENT^8.0
FR0004254035^10.0,ELE^5.0,Euler Hermes^8.0
GB00B29BCK10^10.0,ENRC^5.0,EURASIAN NATURAL RESOURCE^8.0
FR0000121121^10.0,RF^5.0,Eurazeo^8.0
FR0010540740^10.0,EDL^5.0,EURO DISNEY^8.0
FR0000038259^10.0,ERF^5.0,EUROFINS SCIENT.^8.0
FR0010490920^10.0,ECP^5.0,EUROPACORP^8.0
FR0000038200^10.0,ERSC^5.0,Eurosic^8.0
FR0010221234^10.0,ETL^5.0,EUTELSAT COMMUNIC.^8.0
FR0004527638^10.0,EXE^5.0,EXEL INDUSTRIES A^8.0
GB00B19NLV48^10.0,EXPN^5.0,EXPERIAN PLC^8.0
ES0134950F36^10.0,FAE^5.0,FAES FARMA SA^8.0
FR0000053142^10.0,FAI^5.0,Faivelay^8.0
FR0000121147^10.0,EO^5.0,Faurecia^8.0
IT0001976403^10.0,F^5.0,FIAT^8.0
FR0000037947^10.0,FIM^5.0,FIMALAC^8.0
FR0000062234^10.0,ODET^5.0,FINANCIERE ODET^8.0
IT0003856405^10.0,FNC^5.0,Finmeccanica^8.0
GB0003452173^10.0,FGP^5.0,FIRSTGROUP^8.0
FR0000074759^10.0,FLE^5.0,FLEURY MICHON^8.0
FR0004076891^10.0,FLO^5.0,GROUPE FLO^8.0
ES0122060314^10.0,FCC^5.0,FomeCons^8.0
FR0000060303^10.0,FMU^5.0,FONCIERE DES MURS^8.0
FR0000064578^10.0,DREG^5.0,FONC.DES REGIONS^8.0
FR0010304329^10.0,FPF^5.0,FONCIER PARIS FRAN^8.0
IT0001463071^10.0,FSA^5.0,Fondiaria-Sai^8.0
BE0003801181^10.0,FORB^5.0,FORTIS^8.0
FR0000133308^10.0,FTE^5.0,FRANCE TELECOM^8.0
DE0005773303^10.0,FRA^5.0,FRAPORT^8.0
DE0005785802^10.0,FME^5.0,FRESENIUS^8.0
DE0005785638^10.0,FRE3^5.0,FRESENIUS PREF^8.0
GB00B3T69350^10.0,FP.^5.0,FRIENDS PROVIDE^8.0
NL0000352565^10.0,FUR^5.0,FUGRO^8.0
CH0015536466^10.0,GALN^5.0,GALENICA N^8.0
PTGAL0AM0009^10.0,GALP^5.0,GALP ENERGIA-NOM^8.0
FR0000079600^10.0,GFT^5.0,Gameloft^8.0
ES0143416115^10.0,GAM^5.0,Gamesa^8.0
ES0116870314^10.0,GAS^5.0,Gas natural^8.0
FR0000124414^10.0,BI^5.0,Gascogne^8.0
FR0000034894^10.0,GAM^5.0,Gaumont^8.0
BE0003797140^10.0,GBLB^5.0,GBL^8.0
FR0010208488^10.0,GSZ^5.0,GDF SUEZ^8.0
DE0006602006^10.0,G1A^5.0,GEA GROUP^8.0
CH0030170408^10.0,GEBN^5.0,GEBERIT^8.0
FR0010040865^10.0,GFC^5.0,GECINA NOM.^8.0
NL0000400653^10.0,GTO^5.0,GEMALTO^8.0
FR0000044471^10.0,GDS^5.0,GENERALE DE SANTE^8.0
CH0001752309^10.0,FI-N^5.0,Fischer^8.0
DE000A0LD6E6^10.0,GXI^5.0,GERRESHEIMER AG^8.0
FR0004038099^10.0,GFI^5.0,GFI INFORMATIQUE^8.0
FR0000075095^10.0,IGF^5.0,Gifi^8.0
CH0010645932^10.0,GIVN^5.0,GIVAUDAN^8.0
GB0030646508^10.0,GKN^5.0,GKN^8.0
FR0000066672^10.0,GLO^5.0,GL Events^8.0
GB0009252882^10.0,GSK^5.0,GLAXOSMITHKLINE^8.0
ES0171996012^10.0,GRF^5.0,GRIFOLS, S.A.^8.0
GB00B01FLG62^10.0,GFS^5.0,GROUP 4 SECURICOR^8.0
FR0000036675^10.0,CEN^5.0,Groupe Crit^8.0
FR0010533075^10.0,GET^5.0,GROUPE EUROTUNNEL^8.0
FR0004050300^10.0,OPN^5.0,Groupe ope^8.0
ES0118900010^10.0,FER^5.0,FERROVIAL^8.0
FR0000032526^10.0,GBT^5.0,GUERBET^8.0
FR0000120289^10.0,GG^5.0,GUYENNE GASCOGNE^8.0
GB0004052071^10.0,HLMA^5.0,HALMA^8.0
GB0004065016^10.0,HMSO^5.0,HAMMERSON^8.0
DE0006048432^10.0,HEN3^5.0,HENKEL^8.0
DE0008402215^10.0,HNR1^5.0,HANNOVER RUCK^8.0
FR0000066755^10.0,PIG^5.0,HAULOTTE GROUP^8.0
FR0000121881^10.0,HAV^5.0,HAVAS^8.0
GB0004161021^10.0,HAS^5.0,HAYS^8.0
DE0006047004^10.0,HEI^5.0,HeidelZe^8.0
NL0000009165^10.0,HEIA^5.0,HEINEKEN^8.0
NL0000008977^10.0,HEIO^5.0,HEINEKEN HOLDING^8.0
GRS260333000^10.0,HTO^5.0,Hellenic Tel^8.0
CH0012271687^10.0,HELN^5.0,HELVETIA HOLDING N^8.0
IT0001250932^10.0,HER^5.0,HERA^8.0
FR0000052292^10.0,RMS^5.0,HERMES INTL^8.0
FR0000054231^10.0,HCO^5.0,High Co^8.0
FR0000075988^10.0,HIM^5.0,HI-MEDIA^8.0
FR0000077562^10.0,HIO^5.0,Hiolle Industri^8.0
DE0006070006^10.0,HOT^5.0,HOCHTIEF^8.0
CH0012214059^10.0,HOLN^5.0,Holcim N VX^8.0
GB00B19NKB76^10.0,HOME^5.0,HOME RETAIL ORD 330P^8.0
GB0034321165^10.0,HSV^5.0,HOMESERVE^8.0
GB0005405286^10.0,HSBA^5.0,HSBC HOLDINGS PLC^8.0
GB0004478896^10.0,HTG^5.0,HUNTING^8.0
ES0147645016^10.0,IBR^5.0,IBERDROLA RENOV^8.0
ES0144580Y14^10.0,IBE^5.0,IBERDROLA^8.0
ES0147200036^10.0,IBLA^5.0,Iberia^8.0
FR0000035081^10.0,EMGP^5.0,ICADE^8.0
GB0033872168^10.0,IAP^5.0,ICAP^8.0
GB00B06QFB75^10.0,IGG^5.0,IG GROUP HLDGS^8.0
FR0004035913^10.0,ILD^5.0,ILIAD^8.0
FR0000120859^10.0,NK^5.0,Imerys^8.0
GB0004579636^10.0,IMI^5.0,IMI^8.0
GB0004544929^10.0,IMT^5.0,IMPERIAL TOBACCO GROUP^8.0
FR0000033904^10.0,IMS^5.0,IMS INTL METAL SCE^8.0
NL0006055329^10.0,IM^5.0,IMTECH^8.0
ES0148396015^10.0,ITX^5.0,Inditex^8.0
ES0118594417^10.0,IDR^5.0,Indra^8.0
DE0006231004^10.0,IFX^5.0,INFINEON^8.0
JE00B3WJHK45^10.0,INF^5.0,INFORMA^8.0
NL0000303600^10.0,INGA^5.0,ING GROEP^8.0
FR0000125346^10.0,ING2^5.0,Ingenico^8.0
GB00B09LSH68^10.0,ISAT^5.0,INMARSAT^8.0
FR0004024222^10.0,ITP^5.0,INTER PARFUMS^8.0
AT0000612601^10.0,ICLL^5.0,INTERCELL^8.0
GB00B1WQCS47^10.0,IHG^5.0,INTERCONTINENTAL HOTELS G^8.0
GB0006320161^10.0,IPR^5.0,INTERNATIONAL POWER^8.0
GB0031638363^10.0,ITRK^5.0,INTERTEK GROUP^8.0
IT0000072618^10.0,ISP^5.0,INTESA SANPAOLO^8.0
GB00B19DVX61^10.0,ISYS^5.0,INVENSYS^8.0
GB00B17BBQ50^10.0,INVP^5.0,INVESTEC^8.0
FR0010259150^10.0,IPN^5.0,IPSEN^8.0
FR0000073298^10.0,IPS^5.0,Ipsos^8.0
IE0004678656^10.0,ILB^5.0,IRISH LIFE + PE^8.0
GB0033986497^10.0,ITV^5.0,ITV^8.0
GB0005203376^10.0,JLT^5.0,JARDINE LLOYD THOMPSON GR^8.0
FR0000077919^10.0,DEC^5.0,JC DECAUX SA.^8.0
PTJMT0AE0001^10.0,JMT^5.0,J.MARTINS,SGPS^8.0
GB0004764071^10.0,JMAT^5.0,JOHNSON MATTHEY^8.0
CH0102484968^10.0,BAER^5.0,JULIUS BAER^8.0
DE0007162000^10.0,SDF^5.0,K UND S^8.0
FR0004007813^10.0,KOF^5.0,KAUFMAN ET BROAD^8.0
GB00B0HZPV38^10.0,KAZ^5.0,KAZAKHMYS^8.0
BE0003565737^10.0,KBC^5.0,KBC^8.0
IE0004906560^10.0,KRZ^5.0,KERRY GRP PLC A   EO-,125^8.0
GB0033040113^10.0,KESA^5.0,KESA ELECTRICAL^8.0
GB0033195214^10.0,KGF^5.0,KINGFISHER^8.0
FR0000121964^10.0,LI^5.0,Klepierre^8.0
FR0010386334^10.0,KORI^5.0,KORIAN^8.0
NL0000009082^10.0,KPN^5.0,KPN KON^8.0
CH0025238863^10.0,KNIN^5.0,KUEHNE & NAGEL^8.0
FR0000054314^10.0,LAC^5.0,LACIE S.A.^8.0
GB00B0ZSH635^10.0,LAD^5.0,LADBROKES ORD^8.0
FR0000120537^10.0,LG^5.0,LAFARGE^8.0
FR0000130213^10.0,MMB^5.0,LAGARDERE S.C.A.^8.0
GB0031809436^10.0,LAND^5.0,LAND SECURITIES GROUP^8.0
DE0005470405^10.0,LXS^5.0,LANXESS^8.0
FR0000032278^10.0,LAT^5.0,Latecoe^8.0
FR0006864484^10.0,LPE^5.0,Laurent-Perrier^8.0
FR0000053829^10.0,LOUP^5.0,LDC^8.0
FR0004170017^10.0,LNA^5.0,LE NOBLE AGE^8.0
FR0000065484^10.0,LSS^5.0,Lectra^8.0
GB0005603997^10.0,LGEN^5.0,LEGAL & GENERAL GROUP^8.0
FR0010307819^10.0,LR^5.0,LEGRAND^8.0
GB0006834344^10.0,LII^5.0,LIBERTY INTERNA^8.0
DE0006483001^10.0,LIN^5.0,LINDE^8.0
CH0010570759^10.0,LISN^5.0,Lindt^8.0
FR0004156297^10.0,LIN^5.0,LINEDATA SERVICES^8.0
FR0000050353^10.0,FII^5.0,LISI^8.0
GB0008706128^10.0,LLOY^5.0,LLOYDS BANKING GROUP^8.0
FR0000121352^10.0,LD^5.0,Locindus^8.0
GB0005227086^10.0,LOG^5.0,LOGICACMG^8.0
CH0025751329^10.0,LOGN^5.0,LOGITECH^8.0
GB00B0SWJX34^10.0,LSE^5.0,LONDON STOCK EXCHANGE^8.0
GB0031192486^10.0,LMI^5.0,LONMIN^8.0
CH0013841017^10.0,LONN^5.0,LONZA^8.0
FR0000120321^10.0,OR^5.0,L OREAL^8.0
IT0003990402^10.0,LTO^5.0,LOTTOMATICA^8.0
DE0008232125^10.0,LHA^5.0,LUFTHANSA^8.0
IT0001479374^10.0,LUX^5.0,Luxottica grp^8.0
FR0000054686^10.0,LVL^5.0,LVL MEDICAL GROUPE^8.0
FR0000121014^10.0,MC^5.0,LVMH^8.0
FR0000053225^10.0,MMT^5.0,METROPOLE TV^8.0
FR0004159473^10.0,MFC^5.0,MAISONS FRANCE^8.0
DE0005937007^10.0,MAN^5.0,Man AG^8.0
GB00B28KQ186^10.0,EMG^5.0,MAN GROUP^8.0
FR0000038606^10.0,MTU^5.0,MANITOU BF^8.0
FR0000032302^10.0,MAN^5.0,MANUTAN INTL^8.0
GRS314003005^10.0,MIG^5.0,MARFIN Invest^8.0
GB0031274896^10.0,MKS^5.0,MARKS & SPENCER GROUP^8.0
FR0000051070^10.0,MAU^5.0,MAUREL ET PROM^8.0
IT0001063210^10.0,MS^5.0,MEDIASET^8.0
IT0000062957^10.0,MB^5.0,Mediobanca^8.0
FR0004063097^10.0,MEET^5.0,MEETIC^8.0
GB0005758098^10.0,MGGT^5.0,MEGGITT^8.0
FR0010241638^10.0,MERY^5.0,MERCIALYS^8.0
DE0006599905^10.0,MRK^5.0,MERCK^8.0
FR0004177046^10.0,METEX^5.0,METABOLIC EXPLORER^8.0
DE0007257503^10.0,MEO^5.0,METRO^8.0
FR0000073975^10.0,MTG^5.0,METROLOGIC GROUP^8.0
GB0030232317^10.0,MPI^5.0,MICHAEL PAGE INTERNATIONA^8.0
FR0000121261^10.0,ML^5.0,MICHELIN^8.0
GB00B1FP6H53^10.0,MAB^5.0,MITCHELLS & BUTLERS^8.0
GB0004657408^10.0,MTO^5.0,MITIE GROUP^8.0
BE0003735496^10.0,MOBB^5.0,MOBISTAR^8.0
GB00B1CRLC47^10.0,MNDI^5.0,MONDI PLC^8.0
FR0000037046^10.0,MON^5.0,Montupet^8.0
FR0004034320^10.0,MRB^5.0,Mr Bricolage^8.0
DE000A0D9PT0^10.0,MTX^5.0,MTU AERO ENGINES NA^8.0
DE0008430026^10.0,MUV2^5.0,MUNICH RE^8.0
GRS003013000^10.0,ETE^5.0,Natbkgreece^8.0
GB0006215205^10.0,NEX2^5.0,NATIONAL EXPRESS GROUP^8.0
GB00B08SNH34^10.0,NG.^5.0,NATIONAL GRID^8.0
FR0000120685^10.0,KN^5.0,Natixis^8.0
FR0000120560^10.0,NEO^5.0,Neopost^8.0
